,T1_Date,Site,Plot,Tag,ID,T1_Survival,T1_Size_x,T2_Date,T2_Survival,Taxa_broad,Site_Plot
286,22/10/2024,M11,4,A0075,A,1,8,23/4/2025,1,Goniastrea spp.,M11_4
287,22/10/2024,M11,4,A0098,A,1,3,23/4/2025,1,Goniastrea spp.,M11_4
288,22/10/2024,M11,4,A0098,B,1,5.4,23/4/2025,1,Goniastrea spp.,M11_4
289,21/10/2024,M11,4,A0104,C,1,2.6,23/4/2025,1,Goniastrea spp.,M11_4
290,19/10/2024,M13,1,A0019,B,1,3,21/4/2025,0,Goniastrea spp.,M13_1
291,19/10/2024,M13,1,A0019,I,1,2,21/4/2025,1,Goniastrea spp.,M13_1
292,19/10/2024,M13,1,A0021,F,1,3,21/4/2025,1,Goniastrea spp.,M13_1
293,19/10/2024,M13,1,A0024,A,1,4,21/4/2025,1,Goniastrea spp.,M13_1
294,19/10/2024,M13,1,A0032,A,1,4,21/4/2025,0,Goniastrea spp.,M13_1
295,19/10/2024,M13,1,A0052,A,1,7,21/4/2025,1,Goniastrea spp.,M13_1
296,19/10/2024,M13,1,A0052,C,1,8.5,21/4/2025,0,Goniastrea spp.,M13_1
297,20/10/2024,M13,3,A0027,F,1,3,21/4/2025,1,Goniastrea spp.,M13_3
298,20/10/2024,RL1_N,1,A0029,D,1,4,22/4/2025,1,Goniastrea spp.,RL1_N_1
299,20/10/2024,RL1_N,1,A0037,A,1,2.1,22/4/2025,0,Goniastrea spp.,RL1_N_1
300,20/10/2024,RL1_N,1,A0037,D,1,3.5,22/4/2025,1,Goniastrea spp.,RL1_N_1
301,20/10/2024,RL1_N,1,A0038,A,1,5,22/4/2025,0,Goniastrea spp.,RL1_N_1
302,20/10/2024,RL1_N,1,A0039,A,1,7,22/4/2025,1,Goniastrea spp.,RL1_N_1
303,20/10/2024,RL1_N,1,A0056,B,1,7,22/4/2025,1,Goniastrea spp.,RL1_N_1
304,20/10/2024,RL1_N,1,A0058,A,1,4.5,22/4/2025,0,Goniastrea spp.,RL1_N_1
305,20/10/2024,RL1_N,1,A0058,B,1,3.4,22/4/2025,0,Goniastrea spp.,RL1_N_1
306,20/10/2024,RL1_N,1,A0061,F,1,7,22/4/2025,1,Goniastrea spp.,RL1_N_1
307,21/10/2024,RL1_N,4,A0043,B,1,7,22/4/2025,0,Goniastrea spp.,RL1_N_4
308,21/10/2024,RL1_N,4,A0066,B,1,5,22/4/2025,1,Goniastrea spp.,RL1_N_4
309,21/10/2024,RL1_N,4,A0066,F,1,8.5,22/4/2025,1,Goniastrea spp.,RL1_N_4
310,21/10/2024,RL1_N,4,A0076,C,1,8.8,22/4/2025,0,Goniastrea spp.,RL1_N_4
311,21/10/2024,RL1_N,4,A0076,D,1,9,22/4/2025,0,Goniastrea spp.,RL1_N_4
312,21/10/2024,RL1_N,4,A0078,C,1,8,22/4/2025,1,Goniastrea spp.,RL1_N_4
313,21/10/2024,RL1_N,4,A0078,D,1,4,22/4/2025,0,Goniastrea spp.,RL1_N_4
314,21/10/2024,RL1_N,4,A0082,G,1,1,22/4/2025,0,Goniastrea spp.,RL1_N_4
315,23/10/2024,RL1_S,1,A0111,D,1,3,24/4/2025,1,Goniastrea spp.,RL1_S_1
316,23/10/2024,RL1_S,1,A0115,A,1,3,24/4/2025,1,Goniastrea spp.,RL1_S_1
317,23/10/2024,RL1_S,1,A0115,B,1,8,24/4/2025,0,Goniastrea spp.,RL1_S_1
318,23/10/2024,RL1_S,1,A0117,B,1,5,24/4/2025,0,Goniastrea spp.,RL1_S_1
319,24/10/2024,RL1_S,1,A0120,B,1,4.2,24/4/2025,1,Goniastrea spp.,RL1_S_1
320,23/10/2024,RL1_S,1,A0158,B,1,4.5,24/4/2025,0,Goniastrea spp.,RL1_S_1
321,23/10/2024,RL1_S,3,A0107,D,1,6,23/4/2025,0,Goniastrea spp.,RL1_S_3
322,23/10/2024,RL1_S,3,A0114,A,1,7.5,23/4/2025,0,Goniastrea spp.,RL1_S_3
323,23/10/2024,RL1_S,3,A0114,B,1,8,23/4/2025,0,Goniastrea spp.,RL1_S_3
324,23/10/2024,RL1_S,3,A0121,D,1,4.5,23/4/2025,0,Goniastrea spp.,RL1_S_3
325,25/10/2024,RS1_1,1,A0013,A,1,6.2,20/4/2025,0,Goniastrea spp.,RS1_1_1
326,25/10/2024,RS1_1,1,A0015,C,1,4.2,20/4/2025,0,Goniastrea spp.,RS1_1_1
327,25/10/2024,RS1_1,2,A0004,C,1,3.3,20/4/2025,0,Goniastrea spp.,RS1_1_2
328,25/10/2024,RS1_1,2,A0005,A,1,4.4,20/4/2025,1,Goniastrea spp.,RS1_1_2
329,25/10/2024,RS1_1,between 1 and 2,A0007,A,1,7.4,20/4/2025,0,Goniastrea spp.,RS1_1_between 1 and 2
330,27/10/2024,RS1_S,2,A0139,E,1,6,25/4/2025,0,Goniastrea spp.,RS1_S_2
331,27/10/2024,RS1_S,2,A0152,B,1,5.6,25/4/2025,0,Goniastrea spp.,RS1_S_2
332,27/10/2024,RS1_S,2,A0163,A,1,8,25/4/2025,1,Goniastrea spp.,RS1_S_2
333,27/10/2024,RS1_S,2,A0163,B,1,8.6,25/4/2025,1,Goniastrea spp.,RS1_S_2
334,27/10/2024,RS1_S,4,A0118,B,1,8,25/4/2025,1,Goniastrea spp.,RS1_S_4
335,27/10/2024,RS1_S,4,A0132,A,1,5,25/4/2025,1,Goniastrea spp.,RS1_S_4
336,27/10/2024,RS1_S,4,A0146,B,1,6,25/4/2025,0,Goniastrea spp.,RS1_S_4
337,29/10/2024,M13,1,A0468,B,1,3,21/4/2025,0,Goniastrea spp.,M13_1
338,29/10/2024,M13,1,A0485,F,1,1,21/4/2025,0,Goniastrea spp.,M13_1
339,29/10/2024,M13,1,A0485,G,1,3,21/4/2025,1,Goniastrea spp.,M13_1
340,29/10/2024,M13,1,A0496,A,1,4,21/4/2025,0,Goniastrea spp.,M13_1
341,29/10/2024,M13,1,A0496,D,1,7,21/4/2025,0,Goniastrea spp.,M13_1
342,29/10/2024,M13,3,A0495,A,1,2,21/4/2025,1,Goniastrea spp.,M13_3
343,26/10/2024,RS1_1,1,A0401,F,1,2,20/4/2025,0,Goniastrea spp.,RS1_1_1
344,26/10/2024,RS1_1,1,A0406,B,1,5.2,20/4/2025,0,Goniastrea spp.,RS1_1_1
345,26/10/2024,RS1_1,1,A0406,H,1,2.9,20/4/2025,0,Goniastrea spp.,RS1_1_1
346,26/10/2024,RS1_1,1,A0454,A,1,2.1,20/4/2025,0,Goniastrea spp.,RS1_1_1
347,26/10/2024,RS1_1,1,A0454,D,1,0.7,20/4/2025,0,Goniastrea spp.,RS1_1_1
348,29/10/2024,RS1_1,1,A0455,D,1,1,20/4/2025,0,Goniastrea spp.,RS1_1_1
349,29/10/2024,RS1_1,1,A0486,A,1,3,20/4/2025,0,Goniastrea spp.,RS1_1_1
350,29/10/2024,RS1_1,1,A0486,E,1,1,20/4/2025,0,Goniastrea spp.,RS1_1_1
351,29/10/2024,RS1_1,1,A0489,C,1,1,20/4/2025,0,Goniastrea spp.,RS1_1_1
352,29/10/2024,RS1_1,1,A0494,A,1,2,20/4/2025,0,Goniastrea spp.,RS1_1_1
353,29/10/2024,RS1_1,1,A0494,B,1,4,20/4/2025,0,Goniastrea spp.,RS1_1_1
354,26/10/2024,RS1_1,2,A0366,A,1,3,20/4/2025,0,Goniastrea spp.,RS1_1_2
355,26/10/2024,RS1_1,2,A0404,B,1,0.8,20/4/2025,0,Goniastrea spp.,RS1_1_2
356,26/10/2024,RS1_1,2,A0404,C,1,5.8,20/4/2025,1,Goniastrea spp.,RS1_1_2
357,26/10/2024,RS1_1,2,A0404,F,1,1.2,20/4/2025,0,Goniastrea spp.,RS1_1_2
358,26/10/2024,RS1_1,2,A0405,C,1,1.4,20/4/2025,1,Goniastrea spp.,RS1_1_2
359,26/10/2024,RS1_1,2,A0405,D,1,1,20/4/2025,0,Goniastrea spp.,RS1_1_2
360,28/10/2024,RS1_S,2,A0457,A,1,7,25/4/2025,0,Goniastrea spp.,RS1_S_2
361,28/10/2024,RS1_S,4,A0467,C,1,1.6,25/4/2025,0,Goniastrea spp.,RS1_S_4
362,22/10/2024,M11,2,A0086,E,1,5,22/4/2025,1,Porites spp.,M11_2
363,19/10/2024,M13,1,A0051,D,1,5.5,21/4/2025,0,Porites spp.,M13_1
364,20/10/2024,M13,3,A0049,B,1,7,21/4/2025,1,Porites spp.,M13_3
365,23/10/2024,RL1_S,3,A0110,C,1,3.4,23/4/2025,0,Porites spp.,RL1_S_3
366,25/10/2024,RS1_1,1,A0012,C,1,8.6,20/4/2025,1,Porites spp.,RS1_1_1
367,25/10/2024,RS1_1,1,A0016,A,1,5.2,20/4/2025,1,Porites spp.,RS1_1_1
368,25/10/2024,RS1_1,2,A0001,F,1,5.2,20/4/2025,0,Porites spp.,RS1_1_2
369,25/10/2024,RS1_1,2,A0177,C,1,9,20/4/2025,1,Porites spp.,RS1_1_2
370,25/10/2024,RS1_1,2,A0178,C,1,6,20/4/2025,1,Porites spp.,RS1_1_2
371,25/10/2024,RS1_1,2,A0181,C,1,7.4,20/4/2025,1,Porites spp.,RS1_1_2
372,25/10/2024,RS1_1,2,A0182,C,1,1.6,20/4/2025,1,Porites spp.,RS1_1_2
373,25/10/2024,RS1_1,2,A0196,A,1,6.7,20/4/2025,0,Porites spp.,RS1_1_2
374,27/10/2024,RS1_S,2,A0141,B,1,4,25/4/2025,0,Porites spp.,RS1_S_2
375,27/10/2024,RS1_S,2,A0144,B,1,5.6,25/4/2025,1,Porites spp.,RS1_S_2
376,27/10/2024,RS1_S,4,A0142,F,1,8.6,25/4/2025,0,Porites spp.,RS1_S_4
377,29/10/2024,M13,3,A0484,A,1,2,21/4/2025,0,Porites spp.,M13_3
378,26/10/2024,RS1_1,1,A0406,I,1,5.6,20/4/2025,1,Porites spp.,RS1_1_1
379,29/10/2024,RS1_1,1,A0455,G,1,1,20/4/2025,0,Porites spp.,RS1_1_1
380,29/10/2024,RS1_1,1,A0486,C,1,1,20/4/2025,0,Porites spp.,RS1_1_1
