ID,Site,Plot,Taxa,T1_Survival,year,Size_x,Disturbance,Site_Plot
4839,SL4,1,Acropora spicifera,1,7 to 8,4.73,MC,SL4_1
5050,SL4,2,Acropora spicifera,1,7 to 8,6.83,MC,SL4_2
5068,SL4,2,Acropora spicifera,1,7 to 8,6.59,MC,SL4_2
5076,SL4,2,Acropora spicifera,1,7 to 8,5.75,MC,SL4_2
5077,SL4,2,Acropora spicifera,1,7 to 8,7.78,MC,SL4_2
5089,SL4,2,Acropora spicifera,1,7 to 8,3.31,MC,SL4_2
5108,SL4,2,Acropora spicifera,1,7 to 8,4.24,MC,SL4_2
5109,SL4,2,Acropora spicifera,1,7 to 8,2.97,MC,SL4_2
5113,SL4,2,Acropora spicifera,1,7 to 8,2.32,MC,SL4_2
5114,SL4,2,Acropora spicifera,1,7 to 8,4.43,MC,SL4_2
5118,SL4,2,Acropora spicifera,1,7 to 8,4.85,MC,SL4_2
5119,SL4,2,Acropora spicifera,1,7 to 8,5.98,MC,SL4_2
5127,SL4,2,Acropora spicifera,1,7 to 8,8.09,MC,SL4_2
5132,SL4,2,Acropora spicifera,1,7 to 8,5.12,MC,SL4_2
5134,SL4,2,Acropora spicifera,1,7 to 8,6.29,MC,SL4_2
5135,SL4,2,Acropora spicifera,1,7 to 8,5.61,MC,SL4_2
5139,SL4,2,Acropora spicifera,1,7 to 8,5.6,MC,SL4_2
5145,SL4,2,Acropora spicifera,1,7 to 8,7.02,MC,SL4_2
5148,SL4,2,Acropora spicifera,1,7 to 8,7.81,MC,SL4_2
5150,SL4,2,Acropora spicifera,1,7 to 8,4.15,MC,SL4_2
5159,SL4,2,Acropora spicifera,1,7 to 8,5.28,MC,SL4_2
5162,SL4,2,Acropora spicifera,1,7 to 8,7.02,MC,SL4_2
5163,SL4,2,Acropora spicifera,1,7 to 8,9.04,MC,SL4_2
5165,SL4,2,Acropora spicifera,1,7 to 8,5.11,MC,SL4_2
5168,SL4,2,Acropora spicifera,1,7 to 8,8.52,MC,SL4_2
5170,SL4,2,Acropora spicifera,1,7 to 8,6.56,MC,SL4_2
5171,SL4,2,Acropora spicifera,1,7 to 8,4.88,MC,SL4_2
5297,SL4,2,Acropora spicifera,1,7 to 8,3.7,MC,SL4_2
5299,SL4,2,Acropora spicifera,0,7 to 8,1.24,MC,SL4_2
5301,SL4,2,Acropora spicifera,1,7 to 8,1.9,MC,SL4_2
5306,SL4,2,Acropora spicifera,1,7 to 8,9.33,MC,SL4_2
5308,SL4,2,Acropora spicifera,1,7 to 8,5.91,MC,SL4_2
5322,SL4,2,Acropora spicifera,1,7 to 8,5.01,MC,SL4_2
5326,SL4,2,Acropora spicifera,1,7 to 8,5.15,MC,SL4_2
5333,SL4,2,Acropora spicifera,1,7 to 8,6.43,MC,SL4_2
5356,SL4,2,Acropora spicifera,1,7 to 8,8.31,MC,SL4_2
5359,SL4,2,Acropora spicifera,1,7 to 8,9.84,MC,SL4_2
5378,SL4,2,Acropora spicifera,1,7 to 8,8.85,MC,SL4_2
5381,SL4,2,Acropora spicifera,1,7 to 8,7,MC,SL4_2
5388,SL4,2,Acropora spicifera,1,7 to 8,7.07,MC,SL4_2
5392,SL4,2,Acropora spicifera,1,7 to 8,7.5,MC,SL4_2
5399,SL4,2,Acropora spicifera,1,7 to 8,2.25,MC,SL4_2
5400,SL4,2,Acropora spicifera,1,7 to 8,1.25,MC,SL4_2
5401,SL4,2,Acropora spicifera,0,7 to 8,0.98,MC,SL4_2
5405,SL4,2,Acropora spicifera,1,7 to 8,8.22,MC,SL4_2
5407,SL4,2,Acropora spicifera,1,7 to 8,5.41,MC,SL4_2
5416,SL4,2,Acropora spicifera,1,7 to 8,4.83,MC,SL4_2
5418,SL4,2,Acropora spicifera,1,7 to 8,5.9,MC,SL4_2
5422,SL4,2,Acropora spicifera,1,7 to 8,5.94,MC,SL4_2
5423,SL4,2,Acropora spicifera,1,7 to 8,3.35,MC,SL4_2
5427,SL4,2,Acropora spicifera,1,7 to 8,8.76,MC,SL4_2
5428,SL4,2,Acropora spicifera,1,7 to 8,8.99,MC,SL4_2
5430,SL4,2,Acropora spicifera,1,7 to 8,4.27,MC,SL4_2
5431,SL4,2,Acropora spicifera,1,7 to 8,4.85,MC,SL4_2
5436,SL4,2,Acropora spicifera,1,7 to 8,5.07,MC,SL4_2
5437,SL4,2,Acropora spicifera,1,7 to 8,3.46,MC,SL4_2
5443,SL4,2,Acropora spicifera,1,7 to 8,6.91,MC,SL4_2
5444,SL4,2,Acropora spicifera,1,7 to 8,6,MC,SL4_2
5452,SL4,2,Acropora spicifera,1,7 to 8,9.68,MC,SL4_2
5453,SL4,2,Acropora spicifera,1,7 to 8,4.38,MC,SL4_2
5461,SL4,2,Acropora spicifera,1,7 to 8,7,MC,SL4_2
5465,SL4,2,Acropora spicifera,0,7 to 8,7.71,MC,SL4_2
5468,SL4,2,Acropora spicifera,1,7 to 8,7.89,MC,SL4_2
5478,SL4,2,Acropora spicifera,1,7 to 8,9.26,MC,SL4_2
2,SL1,1,Acropora spicifera,1,8 to 9,2.18,ND,SL1_1
8,SL1,1,Acropora spicifera,1,8 to 9,1.65,ND,SL1_1
15,SL1,1,Acropora spicifera,1,8 to 9,4.46,ND,SL1_1
18,SL1,1,Acropora spicifera,1,8 to 9,4.67,ND,SL1_1
20,SL1,1,Acropora spicifera,1,8 to 9,9.34,ND,SL1_1
21,SL1,1,Acropora spicifera,1,8 to 9,4.91,ND,SL1_1
22,SL1,1,Acropora spicifera,1,8 to 9,3.12,ND,SL1_1
23,SL1,1,Acropora spicifera,1,8 to 9,8.02,ND,SL1_1
40,SL1,1,Acropora spicifera,1,8 to 9,4.71,ND,SL1_1
43,SL1,1,Acropora spicifera,1,8 to 9,9.28,ND,SL1_1
56,SL1,1,Acropora spicifera,1,8 to 9,9.53,ND,SL1_1
57,SL1,1,Acropora spicifera,1,8 to 9,5.59,ND,SL1_1
67,SL1,1,Acropora spicifera,1,8 to 9,6,ND,SL1_1
108,SL1,1,Acropora spicifera,1,8 to 9,5.47,ND,SL1_1
129,SL1,1,Acropora spicifera,0,8 to 9,7.47,ND,SL1_1
130,SL1,1,Acropora spicifera,1,8 to 9,9.16,ND,SL1_1
151,SL1,1,Acropora spicifera,1,8 to 9,5.33,ND,SL1_1
155,SL1,1,Acropora spicifera,0,8 to 9,9.68,ND,SL1_1
156,SL1,1,Acropora spicifera,0,8 to 9,3.65,ND,SL1_1
158,SL1,1,Acropora spicifera,1,8 to 9,8.9,ND,SL1_1
161,SL1,1,Acropora spicifera,1,8 to 9,2.5,ND,SL1_1
190,SL1,1,Acropora spicifera,1,8 to 9,4.31,ND,SL1_1
207,SL1,1,Acropora spicifera,1,8 to 9,7.59,ND,SL1_1
212,SL1,1,Acropora spicifera,1,8 to 9,3.75,ND,SL1_1
376,SL1,1,Acropora spicifera,1,8 to 9,0.89,ND,SL1_1
377,SL1,1,Acropora spicifera,1,8 to 9,2.19,ND,SL1_1
378,SL1,1,Acropora spicifera,1,8 to 9,1.96,ND,SL1_1
380,SL1,1,Acropora spicifera,1,8 to 9,3.26,ND,SL1_1
381,SL1,1,Acropora spicifera,1,8 to 9,7.38,ND,SL1_1
392,SL1,1,Acropora spicifera,1,8 to 9,4.85,ND,SL1_1
398,SL1,1,Acropora spicifera,1,8 to 9,3.51,ND,SL1_1
406,SL1,1,Acropora spicifera,1,8 to 9,5.76,ND,SL1_1
411,SL1,1,Acropora spicifera,1,8 to 9,3.44,ND,SL1_1
417,SL1,1,Acropora spicifera,0,8 to 9,3.25,ND,SL1_1
418,SL1,1,Acropora spicifera,1,8 to 9,6.29,ND,SL1_1
437,SL1,1,Acropora spicifera,1,8 to 9,4.75,ND,SL1_1
438,SL1,1,Acropora spicifera,1,8 to 9,2.77,ND,SL1_1
443,SL1,1,Acropora spicifera,0,8 to 9,1.85,ND,SL1_1
444,SL1,1,Acropora spicifera,0,8 to 9,1.56,ND,SL1_1
445,SL1,1,Acropora spicifera,1,8 to 9,9.21,ND,SL1_1
446,SL1,1,Acropora spicifera,1,8 to 9,4.15,ND,SL1_1
456,SL1,1,Acropora spicifera,1,8 to 9,5.63,ND,SL1_1
464,SL1,1,Acropora spicifera,1,8 to 9,1.66,ND,SL1_1
465,SL1,1,Acropora spicifera,1,8 to 9,1.67,ND,SL1_1
466,SL1,1,Acropora spicifera,1,8 to 9,1.27,ND,SL1_1
468,SL1,1,Acropora spicifera,1,8 to 9,6.83,ND,SL1_1
469,SL1,1,Acropora spicifera,1,8 to 9,1.25,ND,SL1_1
477,SL1,1,Acropora spicifera,1,8 to 9,1.14,ND,SL1_1
478,SL1,1,Acropora spicifera,1,8 to 9,1.33,ND,SL1_1
482,SL1,1,Acropora spicifera,1,8 to 9,2.78,ND,SL1_1
489,SL1,1,Acropora spicifera,0,8 to 9,5.79,ND,SL1_1
502,SL1,1,Acropora spicifera,1,8 to 9,9.21,ND,SL1_1
517,SL1,1,Acropora spicifera,1,8 to 9,3.45,ND,SL1_1
518,SL1,1,Acropora spicifera,1,8 to 9,3.75,ND,SL1_1
520,SL1,1,Acropora spicifera,1,8 to 9,8.82,ND,SL1_1
543,SL1,1,Acropora spicifera,1,8 to 9,5.09,ND,SL1_1
548,SL1,1,Acropora spicifera,1,8 to 9,2.36,ND,SL1_1
556,SL1,1,Acropora spicifera,1,8 to 9,3.62,ND,SL1_1
561,SL1,1,Acropora spicifera,0,8 to 9,2.42,ND,SL1_1
562,SL1,1,Acropora spicifera,0,8 to 9,2.15,ND,SL1_1
563,SL1,1,Acropora spicifera,0,8 to 9,2.15,ND,SL1_1
564,SL1,1,Acropora spicifera,1,8 to 9,1.85,ND,SL1_1
569,SL1,1,Acropora spicifera,1,8 to 9,8.11,ND,SL1_1
572,SL1,1,Acropora spicifera,0,8 to 9,5.64,ND,SL1_1
575,SL1,1,Acropora spicifera,1,8 to 9,5.55,ND,SL1_1
582,SL1,1,Acropora spicifera,1,8 to 9,3.27,ND,SL1_1
603,SL1,1,Acropora spicifera,1,8 to 9,6.17,ND,SL1_1
646,SL1,1,Acropora spicifera,1,8 to 9,2.36,ND,SL1_1
647,SL1,1,Acropora spicifera,0,8 to 9,1.68,ND,SL1_1
648,SL1,1,Acropora spicifera,1,8 to 9,1.77,ND,SL1_1
671,SL1,1,Acropora spicifera,0,8 to 9,6.32,ND,SL1_1
839,SL1,2,Acropora spicifera,1,8 to 9,3.69,ND,SL1_2
857,SL1,2,Acropora spicifera,1,8 to 9,8.85,ND,SL1_2
860,SL1,2,Acropora spicifera,1,8 to 9,7.9,ND,SL1_2
871,SL1,2,Acropora spicifera,1,8 to 9,6.37,ND,SL1_2
876,SL1,2,Acropora spicifera,1,8 to 9,6.73,ND,SL1_2
878,SL1,2,Acropora spicifera,1,8 to 9,7.54,ND,SL1_2
903,SL1,2,Acropora spicifera,1,8 to 9,6.66,ND,SL1_2
907,SL1,2,Acropora spicifera,1,8 to 9,9.27,ND,SL1_2
908,SL1,2,Acropora spicifera,1,8 to 9,9.34,ND,SL1_2
909,SL1,2,Acropora spicifera,1,8 to 9,3.52,ND,SL1_2
913,SL1,2,Acropora spicifera,1,8 to 9,6.14,ND,SL1_2
928,SL1,2,Acropora spicifera,1,8 to 9,4.56,ND,SL1_2
930,SL1,2,Acropora spicifera,1,8 to 9,7.19,ND,SL1_2
940,SL1,2,Acropora spicifera,1,8 to 9,5.74,ND,SL1_2
944,SL1,2,Acropora spicifera,1,8 to 9,3.52,ND,SL1_2
958,SL1,2,Acropora spicifera,1,8 to 9,2.67,ND,SL1_2
974,SL1,2,Acropora spicifera,1,8 to 9,5.92,ND,SL1_2
975,SL1,2,Acropora spicifera,1,8 to 9,4.66,ND,SL1_2
978,SL1,2,Acropora spicifera,1,8 to 9,4.95,ND,SL1_2
979,SL1,2,Acropora spicifera,1,8 to 9,3.02,ND,SL1_2
985,SL1,2,Acropora spicifera,1,8 to 9,6.55,ND,SL1_2
992,SL1,2,Acropora spicifera,1,8 to 9,5.2,ND,SL1_2
997,SL1,2,Acropora spicifera,1,8 to 9,1.43,ND,SL1_2
998,SL1,2,Acropora spicifera,1,8 to 9,1.7,ND,SL1_2
1000,SL1,2,Acropora spicifera,1,8 to 9,8.32,ND,SL1_2
1004,SL1,2,Acropora spicifera,1,8 to 9,1.28,ND,SL1_2
1005,SL1,2,Acropora spicifera,1,8 to 9,0.89,ND,SL1_2
1006,SL1,2,Acropora spicifera,1,8 to 9,1.39,ND,SL1_2
1007,SL1,2,Acropora spicifera,1,8 to 9,2.6,ND,SL1_2
1008,SL1,2,Acropora spicifera,0,8 to 9,1.21,ND,SL1_2
1009,SL1,2,Acropora spicifera,1,8 to 9,8.08,ND,SL1_2
1010,SL1,2,Acropora spicifera,1,8 to 9,5.93,ND,SL1_2
1020,SL1,2,Acropora spicifera,1,8 to 9,7.78,ND,SL1_2
1033,SL1,2,Acropora spicifera,1,8 to 9,7.13,ND,SL1_2
1035,SL1,2,Acropora spicifera,1,8 to 9,7.41,ND,SL1_2
1039,SL1,2,Acropora spicifera,1,8 to 9,4.15,ND,SL1_2
1045,SL1,2,Acropora spicifera,1,8 to 9,8.74,ND,SL1_2
1047,SL1,2,Acropora spicifera,1,8 to 9,7.37,ND,SL1_2
1053,SL1,2,Acropora spicifera,1,8 to 9,2.68,ND,SL1_2
1054,SL1,2,Acropora spicifera,1,8 to 9,4.13,ND,SL1_2
1056,SL1,2,Acropora spicifera,1,8 to 9,7.35,ND,SL1_2
1058,SL1,2,Acropora spicifera,1,8 to 9,5.76,ND,SL1_2
1060,SL1,2,Acropora spicifera,1,8 to 9,4.39,ND,SL1_2
1062,SL1,2,Acropora spicifera,1,8 to 9,4.76,ND,SL1_2
1074,SL1,2,Acropora spicifera,1,8 to 9,5.02,ND,SL1_2
1075,SL1,2,Acropora spicifera,1,8 to 9,1.77,ND,SL1_2
1098,SL1,2,Acropora spicifera,1,8 to 9,9.61,ND,SL1_2
1100,SL1,2,Acropora spicifera,1,8 to 9,7.14,ND,SL1_2
1102,SL1,2,Acropora spicifera,1,8 to 9,2.22,ND,SL1_2
1106,SL1,2,Acropora spicifera,1,8 to 9,9.1,ND,SL1_2
1259,SL1,2,Acropora spicifera,1,8 to 9,1.36,ND,SL1_2
1278,SL1,2,Acropora spicifera,1,8 to 9,3.67,ND,SL1_2
1282,SL1,2,Acropora spicifera,1,8 to 9,1.27,ND,SL1_2
1283,SL1,2,Acropora spicifera,1,8 to 9,1.23,ND,SL1_2
1287,SL1,2,Acropora spicifera,1,8 to 9,2.41,ND,SL1_2
1288,SL1,2,Acropora spicifera,1,8 to 9,5.67,ND,SL1_2
1289,SL1,2,Acropora spicifera,1,8 to 9,1.81,ND,SL1_2
1291,SL1,2,Acropora spicifera,1,8 to 9,9.25,ND,SL1_2
1293,SL1,2,Acropora spicifera,1,8 to 9,2.64,ND,SL1_2
1294,SL1,2,Acropora spicifera,1,8 to 9,2.63,ND,SL1_2
1295,SL1,2,Acropora spicifera,1,8 to 9,8.28,ND,SL1_2
1296,SL1,2,Acropora spicifera,1,8 to 9,1.33,ND,SL1_2
1300,SL1,2,Acropora spicifera,1,8 to 9,6.89,ND,SL1_2
1301,SL1,2,Acropora spicifera,0,8 to 9,0.92,ND,SL1_2
1302,SL1,2,Acropora spicifera,0,8 to 9,0.8,ND,SL1_2
1306,SL1,2,Acropora spicifera,0,8 to 9,4.13,ND,SL1_2
1308,SL1,2,Acropora spicifera,1,8 to 9,4.48,ND,SL1_2
1309,SL1,2,Acropora spicifera,1,8 to 9,6.15,ND,SL1_2
1311,SL1,2,Acropora spicifera,1,8 to 9,9.95,ND,SL1_2
1312,SL1,2,Acropora spicifera,1,8 to 9,7.46,ND,SL1_2
1326,SL1,2,Acropora spicifera,1,8 to 9,7.48,ND,SL1_2
1329,SL1,2,Acropora spicifera,0,8 to 9,2.36,ND,SL1_2
1343,SL1,2,Acropora spicifera,1,8 to 9,3.85,ND,SL1_2
1356,SL1,2,Acropora spicifera,1,8 to 9,6.66,ND,SL1_2
1361,SL1,2,Acropora spicifera,1,8 to 9,1.98,ND,SL1_2
1362,SL1,2,Acropora spicifera,1,8 to 9,3.26,ND,SL1_2
1388,SL1,2,Acropora spicifera,1,8 to 9,5.41,ND,SL1_2
1390,SL1,2,Acropora spicifera,1,8 to 9,1.41,ND,SL1_2
1398,SL1,2,Acropora spicifera,1,8 to 9,2.17,ND,SL1_2
1399,SL1,2,Acropora spicifera,1,8 to 9,1.58,ND,SL1_2
1401,SL1,2,Acropora spicifera,1,8 to 9,1.46,ND,SL1_2
1408,SL1,2,Acropora spicifera,1,8 to 9,2.55,ND,SL1_2
1409,SL1,2,Acropora spicifera,1,8 to 9,1.24,ND,SL1_2
1410,SL1,2,Acropora spicifera,1,8 to 9,2.5,ND,SL1_2
1411,SL1,2,Acropora spicifera,1,8 to 9,8.5,ND,SL1_2
1418,SL1,2,Acropora spicifera,1,8 to 9,2.52,ND,SL1_2
1419,SL1,2,Acropora spicifera,1,8 to 9,3.67,ND,SL1_2
1421,SL1,2,Acropora spicifera,1,8 to 9,2.42,ND,SL1_2
1426,SL1,2,Acropora spicifera,1,8 to 9,1.72,ND,SL1_2
1432,SL1,2,Acropora spicifera,1,8 to 9,4.17,ND,SL1_2
1453,SL1,2,Acropora spicifera,1,8 to 9,1.04,ND,SL1_2
1454,SL1,2,Acropora spicifera,0,8 to 9,0.5,ND,SL1_2
1455,SL1,2,Acropora spicifera,0,8 to 9,1.05,ND,SL1_2
1456,SL1,2,Acropora spicifera,1,8 to 9,1,ND,SL1_2
1457,SL1,2,Acropora spicifera,0,8 to 9,1.53,ND,SL1_2
1461,SL1,2,Acropora spicifera,0,8 to 9,0.83,ND,SL1_2
1470,SL1,2,Acropora spicifera,1,8 to 9,1.74,ND,SL1_2
1471,SL1,2,Acropora spicifera,1,8 to 9,1.04,ND,SL1_2
1483,SL1,2,Acropora spicifera,1,8 to 9,4.16,ND,SL1_2
1493,SL1,2,Acropora spicifera,1,8 to 9,2.55,ND,SL1_2
1494,SL1,2,Acropora spicifera,1,8 to 9,9.67,ND,SL1_2
1515,SL1,2,Acropora spicifera,1,8 to 9,5.92,ND,SL1_2
1678,SL2,1,Acropora spicifera,1,8 to 9,4.54,ND,SL2_1
1691,SL2,1,Acropora spicifera,1,8 to 9,3.67,ND,SL2_1
1709,SL2,1,Acropora spicifera,1,8 to 9,4.99,ND,SL2_1
1716,SL2,1,Acropora spicifera,1,8 to 9,3.22,ND,SL2_1
1720,SL2,1,Acropora spicifera,1,8 to 9,5.63,ND,SL2_1
1744,SL2,1,Acropora spicifera,1,8 to 9,4.59,ND,SL2_1
1745,SL2,1,Acropora spicifera,1,8 to 9,3.68,ND,SL2_1
1746,SL2,1,Acropora spicifera,0,8 to 9,3.35,ND,SL2_1
1747,SL2,1,Acropora spicifera,1,8 to 9,2.82,ND,SL2_1
1748,SL2,1,Acropora spicifera,1,8 to 9,2.92,ND,SL2_1
1750,SL2,1,Acropora spicifera,1,8 to 9,6.07,ND,SL2_1
1754,SL2,1,Acropora spicifera,1,8 to 9,7.59,ND,SL2_1
1758,SL2,1,Acropora spicifera,1,8 to 9,8.42,ND,SL2_1
1765,SL2,1,Acropora spicifera,0,8 to 9,3.94,ND,SL2_1
1767,SL2,1,Acropora spicifera,0,8 to 9,4.38,ND,SL2_1
1777,SL2,1,Acropora spicifera,1,8 to 9,4.52,ND,SL2_1
1788,SL2,1,Acropora spicifera,1,8 to 9,4.56,ND,SL2_1
1790,SL2,1,Acropora spicifera,1,8 to 9,5.33,ND,SL2_1
1794,SL2,1,Acropora spicifera,0,8 to 9,3.67,ND,SL2_1
1800,SL2,1,Acropora spicifera,1,8 to 9,6.01,ND,SL2_1
1816,SL2,1,Acropora spicifera,1,8 to 9,6.12,ND,SL2_1
1833,SL2,1,Acropora spicifera,1,8 to 9,3.92,ND,SL2_1
1836,SL2,1,Acropora spicifera,1,8 to 9,3.8,ND,SL2_1
1838,SL2,1,Acropora spicifera,1,8 to 9,2.68,ND,SL2_1
1839,SL2,1,Acropora spicifera,1,8 to 9,3.48,ND,SL2_1
1878,SL2,1,Acropora spicifera,1,8 to 9,3.37,ND,SL2_1
1882,SL2,1,Acropora spicifera,1,8 to 9,3.43,ND,SL2_1
1883,SL2,1,Acropora spicifera,1,8 to 9,4.72,ND,SL2_1
1885,SL2,1,Acropora spicifera,1,8 to 9,4.83,ND,SL2_1
1896,SL2,1,Acropora spicifera,1,8 to 9,2.05,ND,SL2_1
1898,SL2,1,Acropora spicifera,1,8 to 9,4.86,ND,SL2_1
1899,SL2,1,Acropora spicifera,1,8 to 9,3.44,ND,SL2_1
1900,SL2,1,Acropora spicifera,1,8 to 9,3.74,ND,SL2_1
1902,SL2,1,Acropora spicifera,1,8 to 9,2.86,ND,SL2_1
1905,SL2,1,Acropora spicifera,1,8 to 9,6.33,ND,SL2_1
1994,SL2,1,Acropora spicifera,1,8 to 9,1.88,ND,SL2_1
1996,SL2,1,Acropora spicifera,1,8 to 9,2.73,ND,SL2_1
1997,SL2,1,Acropora spicifera,1,8 to 9,3.26,ND,SL2_1
2003,SL2,1,Acropora spicifera,1,8 to 9,2.16,ND,SL2_1
2004,SL2,1,Acropora spicifera,1,8 to 9,1.95,ND,SL2_1
2042,SL2,1,Acropora spicifera,1,8 to 9,9.64,ND,SL2_1
2043,SL2,1,Acropora spicifera,1,8 to 9,5.23,ND,SL2_1
2046,SL2,1,Acropora spicifera,1,8 to 9,3.44,ND,SL2_1
2056,SL2,1,Acropora spicifera,0,8 to 9,9.46,ND,SL2_1
2070,SL2,1,Acropora spicifera,1,8 to 9,5.33,ND,SL2_1
2108,SL2,1,Acropora spicifera,1,8 to 9,7.05,ND,SL2_1
2109,SL2,1,Acropora spicifera,1,8 to 9,3.92,ND,SL2_1
2110,SL2,1,Acropora spicifera,1,8 to 9,2.3,ND,SL2_1
2136,SL2,1,Acropora spicifera,1,8 to 9,2.15,ND,SL2_1
2137,SL2,1,Acropora spicifera,1,8 to 9,2.65,ND,SL2_1
2154,SL2,1,Acropora spicifera,1,8 to 9,4.98,ND,SL2_1
2157,SL2,1,Acropora spicifera,0,8 to 9,0.93,ND,SL2_1
2158,SL2,1,Acropora spicifera,1,8 to 9,2.1,ND,SL2_1
2165,SL2,1,Acropora spicifera,1,8 to 9,6.27,ND,SL2_1
2169,SL2,1,Acropora spicifera,1,8 to 9,2.16,ND,SL2_1
2170,SL2,1,Acropora spicifera,1,8 to 9,4.47,ND,SL2_1
2173,SL2,1,Acropora spicifera,1,8 to 9,5.89,ND,SL2_1
2176,SL2,1,Acropora spicifera,1,8 to 9,2.5,ND,SL2_1
2183,SL2,1,Acropora spicifera,1,8 to 9,1.46,ND,SL2_1
2187,SL2,1,Acropora spicifera,1,8 to 9,2.55,ND,SL2_1
2194,SL2,1,Acropora spicifera,1,8 to 9,1.63,ND,SL2_1
2201,SL2,1,Acropora spicifera,1,8 to 9,1.29,ND,SL2_1
2205,SL2,1,Acropora spicifera,1,8 to 9,5.02,ND,SL2_1
2308,SL2,2,Acropora spicifera,1,8 to 9,4.74,ND,SL2_2
2311,SL2,2,Acropora spicifera,1,8 to 9,4.29,ND,SL2_2
2324,SL2,2,Acropora spicifera,1,8 to 9,2.83,ND,SL2_2
2325,SL2,2,Acropora spicifera,1,8 to 9,1.47,ND,SL2_2
2326,SL2,2,Acropora spicifera,1,8 to 9,4.44,ND,SL2_2
2337,SL2,2,Acropora spicifera,1,8 to 9,2.78,ND,SL2_2
2339,SL2,2,Acropora spicifera,1,8 to 9,5.31,ND,SL2_2
2343,SL2,2,Acropora spicifera,1,8 to 9,7.1,ND,SL2_2
2364,SL2,2,Acropora spicifera,1,8 to 9,4.6,ND,SL2_2
2369,SL2,2,Acropora spicifera,1,8 to 9,3.97,ND,SL2_2
2379,SL2,2,Acropora spicifera,1,8 to 9,5.86,ND,SL2_2
2389,SL2,2,Acropora spicifera,1,8 to 9,1.97,ND,SL2_2
2431,SL2,2,Acropora spicifera,1,8 to 9,5.38,ND,SL2_2
2433,SL2,2,Acropora spicifera,1,8 to 9,5.34,ND,SL2_2
2450,SL2,2,Acropora spicifera,1,8 to 9,5.35,ND,SL2_2
2455,SL2,2,Acropora spicifera,1,8 to 9,9.95,ND,SL2_2
2457,SL2,2,Acropora spicifera,1,8 to 9,7.56,ND,SL2_2
2464,SL2,2,Acropora spicifera,1,8 to 9,3.91,ND,SL2_2
2468,SL2,2,Acropora spicifera,1,8 to 9,3.8,ND,SL2_2
2470,SL2,2,Acropora spicifera,1,8 to 9,4.03,ND,SL2_2
2476,SL2,2,Acropora spicifera,1,8 to 9,9.16,ND,SL2_2
2478,SL2,2,Acropora spicifera,1,8 to 9,3.57,ND,SL2_2
2479,SL2,2,Acropora spicifera,1,8 to 9,2.96,ND,SL2_2
2487,SL2,2,Acropora spicifera,1,8 to 9,8.32,ND,SL2_2
2488,SL2,2,Acropora spicifera,1,8 to 9,9.09,ND,SL2_2
2490,SL2,2,Acropora spicifera,1,8 to 9,4.75,ND,SL2_2
2491,SL2,2,Acropora spicifera,1,8 to 9,5.4,ND,SL2_2
2494,SL2,2,Acropora spicifera,1,8 to 9,9.47,ND,SL2_2
2498,SL2,2,Acropora spicifera,1,8 to 9,5.09,ND,SL2_2
2509,SL2,2,Acropora spicifera,0,8 to 9,5.49,ND,SL2_2
2513,SL2,2,Acropora spicifera,1,8 to 9,5.89,ND,SL2_2
2662,SL2,2,Acropora spicifera,1,8 to 9,5.3,ND,SL2_2
2669,SL2,2,Acropora spicifera,1,8 to 9,4.82,ND,SL2_2
2670,SL2,2,Acropora spicifera,1,8 to 9,2.36,ND,SL2_2
2671,SL2,2,Acropora spicifera,1,8 to 9,1.96,ND,SL2_2
2674,SL2,2,Acropora spicifera,1,8 to 9,5.31,ND,SL2_2
2678,SL2,2,Acropora spicifera,1,8 to 9,3.78,ND,SL2_2
2683,SL2,2,Acropora spicifera,1,8 to 9,5.45,ND,SL2_2
2684,SL2,2,Acropora spicifera,1,8 to 9,9.45,ND,SL2_2
2685,SL2,2,Acropora spicifera,1,8 to 9,7.02,ND,SL2_2
2686,SL2,2,Acropora spicifera,0,8 to 9,1.58,ND,SL2_2
2687,SL2,2,Acropora spicifera,1,8 to 9,3.28,ND,SL2_2
2688,SL2,2,Acropora spicifera,1,8 to 9,4.27,ND,SL2_2
2690,SL2,2,Acropora spicifera,1,8 to 9,2.67,ND,SL2_2
2691,SL2,2,Acropora spicifera,1,8 to 9,1.53,ND,SL2_2
2693,SL2,2,Acropora spicifera,1,8 to 9,4.16,ND,SL2_2
2698,SL2,2,Acropora spicifera,1,8 to 9,7.26,ND,SL2_2
2714,SL2,2,Acropora spicifera,1,8 to 9,5.15,ND,SL2_2
2720,SL2,2,Acropora spicifera,0,8 to 9,4.8,ND,SL2_2
2722,SL2,2,Acropora spicifera,1,8 to 9,5.34,ND,SL2_2
2723,SL2,2,Acropora spicifera,1,8 to 9,5.12,ND,SL2_2
2725,SL2,2,Acropora spicifera,1,8 to 9,5.58,ND,SL2_2
2729,SL2,2,Acropora spicifera,1,8 to 9,1.13,ND,SL2_2
2730,SL2,2,Acropora spicifera,1,8 to 9,2.52,ND,SL2_2
2733,SL2,2,Acropora spicifera,1,8 to 9,1.44,ND,SL2_2
2734,SL2,2,Acropora spicifera,1,8 to 9,3.12,ND,SL2_2
2737,SL2,2,Acropora spicifera,1,8 to 9,6.28,ND,SL2_2
2740,SL2,2,Acropora spicifera,1,8 to 9,4.09,ND,SL2_2
2742,SL2,2,Acropora spicifera,1,8 to 9,4.05,ND,SL2_2
2743,SL2,2,Acropora spicifera,1,8 to 9,4.98,ND,SL2_2
